,station_code,station_actual,station_new,Zone,State,Name,Longitude,Latitude
0,EKI,Eklakhi,Eklakhi West Bengal,North Frontier Railway,West Bengal,"Eklakhi, West Bengal 732102, India",88.101066,25.1693884
0,JW,JATWARA,JATWARA Rajasthan,North Western Railway,Rajasthan,"Jatwara, Rajasthan 321609, India",76.8526367,27.1158939
0,SKAR,Sakariya,Sakariya Madhya Pradesh,West Central Railway,Madhya Pradesh,"Sakariya, Madhya Pradesh 456441, India",75.7342416,23.6353227
0,AUS,Anupshahr,Anupshahr Rajasthan,North Western Railway,Rajasthan,"Anupshahar, Rajasthan, India",75.2098956,28.9554269
0,HYB,Himayatnagar,Himayatnagar Telangana,South Central Railway,Telangana,"Himayatnagar, Telangana 500075, India",78.3061664,17.343269
0,CAN,Kannur,Kannur Kerala,Southern Railway,Kerala,"Kannur, Kerala, India",75.3703662,11.8744775
0,MLDT,Malda Town,Malda Town West Bengal,Eastern Railway,West Bengal,"Malda, West Bengal 732101, India",88.1410967,25.0108408
0,POK,Pokran,Pokran Rajasthan,North Western Railway,Rajasthan,"Pokhran, Rajasthan 345021, India",71.9224355,26.9207919
0,LJN,Agra Fort,Agra Fort Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Agra Fort, Rakabganj, Agra, Uttar Pradesh, India",78.0238197,27.179202
0,GNG,Gauriganj,Gauriganj Uttar Pradesh,Northern Railway,Uttar Pradesh,"Gauriganj, Uttar Pradesh 227409, India",81.682344,26.2073489
0,RNT,Ranthambhore,Ranthambhore Rajasthan,West Central Railway,Rajasthan,"Ranthambhore Fort, Rajasthan, India",76.4520804,26.0212605
0,MXW,Mahadevsal,Mahadevsal Jharkhand,South Eastern Railway,Jharkhand,"Mahadevsal, Tamsai, Jharkhand 833103, India",85.3345,22.51047
0,SCH,Sachin,Sachin Gujarat,Western Railway,Gujarat,"Sachin, Surat, Gujarat, India",72.8821606,21.0847018
0,SVO,Sanvrad,Sanvrad Rajasthan,North Western Railway,Rajasthan,"Sanvrad, Rajasthan 341303, India",74.4937564,27.516222
0,PLMG,Puliyamangalam,Puliyamangalam Tamil Nadu,Southern Railway,Tamil Nadu,"Puliyamangalam, Tamil Nadu 631001, India",79.6836496,13.080295
0,TAY,Talaiyuthu,Talaiyuthu Tamil Nadu,Southern Railway,Tamil Nadu,"Thalaiyuthu, Tamil Nadu 624618, India",77.4379257,10.5204493
0,ENB,Ellenabad,Ellenabad Haryana,North Western Railway,Haryana,"Ellenabad, Haryana 125102, India",74.6693186,29.4522574
0,DO,Dausa,Dausa Rajasthan,North Western Railway,Rajasthan,"Dausa, Rajasthan 303303, India",76.332411,26.8996953
0,KQW,KHEDULI,KHEDULI Rajasthan,North Western Railway,Rajasthan,"Kheduli, Rajasthan 341511, India",73.9888797,26.7280968
0,KOI,Khodri,Khodri Chhatisgarh,South East Central Railway,Chhatisgarh,"Khondri, Chhattisgarh 495117, India",81.941599,22.6876966
0,MJE,MUJNAL,MUJNAL West Bengal,North Frontier Railway,West Bengal,"West Bengal, India",87.8549755,22.9867569
0,IDG,Indargarh,Indargarh Rajasthan,West Central Railway,Rajasthan,"Indergarh, Rajasthan 323613, India",76.1882667,25.730075
0,SOB,Silanibari,Silanibari Assam,North Frontier Railway,Assam,"Salonibari, Tezpur, Assam, India",92.7630471,26.7169774
0,BELA,Bela,Bela Bihar,East Central Railway,Bihar,"Belaganj, Bihar 804403, India",84.973511,24.9694491
0,NDJ,Nandganj,Nandganj Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Nandganj, Barahpur, Uttar Pradesh 233302, India",83.3976335,25.5408406
0,BLYH,Bally,Bally West Bengal,Eastern Railway,West Bengal,"Bally, Howrah, West Bengal, India",88.3386447,22.6496657
0,MML,Madan Mahal,Madan Mahal Madhya Pradesh,West Central Railway,Madhya Pradesh,"Madan Mahal, Jabalpur, Madhya Pradesh 482001, India",79.9094751,23.1485573
0,GLPT,Goalpara Town,Goalpara Town Assam,North Frontier Railway,Assam,"Goalpara, Assam, India",90.6253459,26.1639014
0,RMGM,Ramanagaram,Ramanagaram Karnataka,South Western Railway,Karnataka,"Ramanagara, Karnataka 562159, India",77.2798963,12.7208614
0,KAPG,Kalupara Ghat,Kalupara Ghat Odisha,East Coast Railway,Odisha,"Kalupada Ghat, Odisha 752023, India",85.4019698,19.8986491
0,SCT,Sengottai,Sengottai Tamil Nadu,Southern Railway,Tamil Nadu,"Shenkottai, Tamil Nadu, India",77.2488281,8.9724562
0,BRS,Birsinghpur,Birsinghpur Madhya Pradesh,South East Central Railway,Madhya Pradesh,"Maa Birasini Dham, Madhya Pradesh 485226, India",80.9732924,24.8003118
0,NMGA,Nelamangala,Nelamangala Karnataka,South Western Railway,Karnataka,"Nelamangala Town, Karnataka 562123, India",77.3856398,13.097301
0,CH,KRISHNA CH PURA,KRISHNA CH PURA Uttar Pradesh,Northern Railway,Uttar Pradesh,"Pura, Uttar Pradesh, India",77.6507489,29.336997
0,HMA,HUMMA,HUMMA Odisha,East Coast Railway,Odisha,"Humma, Odisha, India",85.0739945,19.4292127
0,THE,Thawe Jn,Thawe Jn Bihar,North Eastern Railway,Bihar,"Thawe Junction, Thawe Railway Station Rd, Thawe, Bihar 841440, India",84.3943142,26.4391391
0,NEW,Nivari,Nivari Madhya Pradesh,North Central Railway,Madhya Pradesh,"Niwari, Madhya Pradesh, India",78.7022678,25.2746327
0,HMO,Hanumangarhtown,Hanumangarhtown Rajasthan,North Western Railway,Rajasthan,"Hanumangarh, Rajasthan 335513, India",74.3292106,29.5821848
0,KTM,Kuttalam,Kuttalam Tamil Nadu,Southern Railway,Tamil Nadu,"Courtallam, Tamil Nadu, India",77.277938,8.9341102
0,RPR,Raghunathpur,Raghunathpur Bihar,East Central Railway,Bihar,"Raghunathpur, Bihar 802134, India",84.3094955,25.5613615
0,HPP,Harpalpur,Harpalpur Uttar Pradesh,North Central Railway,Uttar Pradesh,"Harpalpur, Uttar Pradesh, India",79.8394783,27.323797
0,DNT,Dantan,Dantan West Bengal,South Eastern Railway,West Bengal,"Dantan, West Bengal 721426, India",87.2692942,21.9088379
0,APR,Anuppur Jn,Anuppur Jn Madhya Pradesh,South East Central Railway,Madhya Pradesh,"Anuppur Junction, Chetna Nagar, Anuppur, Madhya Pradesh 484224, India",81.6964539,23.1177652
0,KFA,Koparia,Koparia Bihar,East Central Railway,Bihar,"Koparia, Bihar 852127, India",86.6109504,25.6478423
0,RASP,RASIPURAM,RASIPURAM Tamil Nadu,Southern Railway,Tamil Nadu,"Rasipuram, Tamil Nadu, India",78.1854772,11.4614624
0,NCB,New Cooch Behar,New Cooch Behar West Bengal,North Frontier Railway,West Bengal,"New Cooch Behar, Gosanimari, Cooch Behar, West Bengal, India",89.4659462,26.3490445
0,HTD,Hatundi,Hatundi Rajasthan,North Western Railway,Rajasthan,"Hatundi, Rajasthan 342037, India",73.1555824,26.8484476
0,NPL,NAGALAPALLE,NAGALAPALLE Telangana,South Central Railway,Telangana,"Nagulapalli, Hyderabad, Telangana 502300, India",78.2376372,17.4621718
0,RDUM,Rampur Dumra,Rampur Dumra Bihar,East Central Railway,Bihar,"Rampur Dumra, Bihar, India",86.0162775,25.3147753
0,KWE,Khurial,Khurial Bihar,North Frontier Railway,Bihar,"Khuriyal, Bihar 855113, India",87.8230436,25.4898572
0,SINI,Sini Jn,Sini Jn Jharkhand,South Eastern Railway,Jharkhand,"Sini, Jharkhand 833220, India",85.9443436,22.7941651
0,PAU,Purna Jn,Purna Jn Maharashtra,South Central Railway,Maharashtra,"Purna, Maharashtra 431511, India",77.030539,19.1790258
0,RIM,RANYAL JASMIYA,RANYAL JASMIYA Chhatisgarh,South East Central Railway,Chhatisgarh,"Chhattisgarh, India",81.8661442,21.2786567
0,JN,Kunkavav Jn,Kunkavav Jn Gujarat,Western Railway,Gujarat,"Kunkavav, Gujarat 365450, India",70.9814281,21.6350957
0,MHJ,Mahajan,Mahajan Rajasthan,North Western Railway,Rajasthan,"Mahajan, Rajasthan 334604, India",73.8449944,28.7853158
0,VNE,CHARALI,CHARALI Assam,North Frontier Railway,Assam,"Charali, Assam, India",95.3599355,27.4555386
0,DOD,Dhodhar,Dhodhar Madhya Pradesh,Western Railway,Madhya Pradesh,"Dhodar, Madhya Pradesh 457339, India",75.1049137,23.7785188
0,DS,Nangal Pathani,Nangal Pathani Uttar Pradesh,Northern Railway,Uttar Pradesh,"Uttar Pradesh, India",80.0981869,27.5705886
0,BNY,Barhni,Barhni Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Barhni, Uttar Pradesh, India",82.787235,27.4975259
0,GTK,Ghutku,Ghutku Chhatisgarh,South East Central Railway,Chhatisgarh,"Ghutku, Chhattisgarh 495112, India",82.0924577,22.1745789
0,KQK,Kotikulam,Kotikulam Kerala,Southern Railway,Kerala,"Kotikulam, Kottikkulam - Arattu Kadavu Rd, Palakkunnu, Bekal, Pallikkara II, Kerala 671319, India",75.0241113,12.4235405
0,NDKD,Nadikudi Jn,Nadikudi Jn Andhra Pradesh,South Central Railway,Andhra Pradesh,"Nadikudi, Andhra Pradesh 522414, India",79.7068596,16.5879495
0,KKRL,KAKRALA,KAKRALA Punjab,Northern Railway,Punjab,"Kakrala Bhaika, Punjab 147001, India",76.3083663,30.279512
0,SGAC,Sogaria,Sogaria Rajasthan,West Central Railway,Rajasthan,"Sogriya, Rajasthan 324002, India",75.8969633,25.2141424
0,NKD,Nekonda,Nekonda Telangana,South Central Railway,Telangana,"Nekkonda, Telangana 506122, India",79.8048114,17.7958876
0,HDP,Hadapsar,Hadapsar Maharashtra,Central Railway,Maharashtra,"Hadapsar, Pune, Maharashtra, India",73.9259102,18.508934
0,DHH,DINHATA,DINHATA West Bengal,North Frontier Railway,West Bengal,"Dinhata, West Bengal 736135, India",89.4694913,26.1290634
0,VLNK,VELLANKANNI,VELLANKANNI Tamil Nadu,Southern Railway,Tamil Nadu,"Velankanni, Tamil Nadu, India",79.8503744,10.6813736
0,SRJ,Shankargarh,Shankargarh Uttar Pradesh,North Central Railway,Uttar Pradesh,"Shankargarh, Uttar Pradesh 212108, India",81.6117277,25.1907691
0,KDHN,KANDHARAN HALT,KANDHARAN HALT Rajasthan,North Western Railway,Rajasthan,"Rajasthan, India",74.2179326,27.0238036
0,VU,VAGHPURA,VAGHPURA Gujarat,Western Railway,Gujarat,"Vaghapura, Gujarat 384245, India",71.6029314,23.6257777
0,SGP,Sohagpur,Sohagpur Madhya Pradesh,West Central Railway,Madhya Pradesh,"Sohagpur, Madhya Pradesh 461771, India",78.199447,22.7009771
0,OTR,MOTURU,MOTURU Andhra Pradesh,South Central Railway,Andhra Pradesh,"Moturu, Andhra Pradesh 521323, India",81.046484,16.4477118
0,DBN,DHABLAN,DHABLAN Punjab,Northern Railway,Punjab,"Dhablan, Punjab, India",76.2775995,30.333144
0,KTH,Katrasgarh,Katrasgarh Jharkhand,East Central Railway,Jharkhand,"Katras, Jharkhand, India",86.2920255,23.8081498
0,MED,TIPPAPUR,TIPPAPUR Telangana,South Central Railway,Telangana,"Thippapur, Telangana 503101, India",78.3657342,18.1949873
0,ZARP,ZARAP,ZARAP Maharashtra,Konkan Railway,Maharashtra,"Zarap, Maharashtra, India",73.7448437,15.9392519
0,JPL,Japla,Japla Jharkhand,East Central Railway,Jharkhand,"Japla, Jharkhand, India",83.9982326,24.5327804
0,PC,Pachora Jn,Pachora Jn Maharashtra,Central Railway,Maharashtra,"Pachora Junction, Vivekanand Nagar, Shivaji Nagar, Pachora, Maharashtra 424201, India",75.3493844,20.6692381
0,RD,Kyataneakeri Rd,Kyataneakeri Rd Bihar,East Central Railway,Bihar,"Bihar, India",85.2722472,25.9644427
0,PFM,Phaphamau Jn,Phaphamau Jn Uttar Pradesh,Northern Railway,Uttar Pradesh,"Phaphamau, Uttar Pradesh, India",81.8537532,25.5341192
0,NLR,Nellore,Nellore Andhra Pradesh,South Central Railway,Andhra Pradesh,"Nellore, Andhra Pradesh, India",79.986456,14.4425987
0,ANDI,Adrsh Ngr Delhi,Adrsh Ngr Delhi Delhi,Northern Railway,Delhi,"Adarsh Nagar, Delhi, India",77.173582,28.7192604
0,FA,Falna,Falna Rajasthan,North Western Railway,Rajasthan,"Falna, Rajasthan, India",73.2452239,25.2332965
0,AAR,Adesar,Adesar Gujarat,Western Railway,Gujarat,"Adesar, Gujarat 370155, India",70.9814281,23.5580562
0,PVR,Pandharpur,Pandharpur Maharashtra,Central Railway,Maharashtra,"Pandharpur, Maharashtra 413304, India",75.3155035,17.6805816
0,MKPT,Malikpeth,Malikpeth Maharashtra,Central Railway,Maharashtra,"Malikpeth, Maharashtra, India",75.641175,17.8747139
0,MCU,Mulacalacheruvu,Mulacalacheruvu Andhra Pradesh,South Central Railway,Andhra Pradesh,"Mulakalacheruvu, Andhra Pradesh, India",78.2641774,13.8016231
0,HTK,Hatkanagale,Hatkanagale Maharashtra,Central Railway,Maharashtra,"Hatkanangale, Maharashtra, India",74.4274412,16.7494246
0,SMPR,Shri Madhopur,Shri Madhopur Rajasthan,North Western Railway,Rajasthan,"Shrimadhopur, Rajasthan 332715, India",75.5964177,27.4650258
0,DKI,DHARMKUNDI,DHARMKUNDI Madhya Pradesh,West Central Railway,Madhya Pradesh,"Dharam Kundi, Madhya Pradesh 461221, India",77.553344,22.5121796
0,GW,Girwar,Girwar Madhya Pradesh,West Central Railway,Madhya Pradesh,"Girwar, Madhya Pradesh 470021, India",78.955693,23.824424
0,SIA,SHIVLANKHA,SHIVLANKHA Gujarat,Western Railway,Gujarat,"Shivlakha, Gujarat, India",70.5859867,23.3848412
0,TKRI,Tikiri,Tikiri Odisha,East Coast Railway,Odisha,"Tikiri, Odisha 765015, India",83.0911609,19.1785011
0,TRM,TIRUNAGESVARAM,TIRUNAGESVARAM Tamil Nadu,Southern Railway,Tamil Nadu,"Tirunagesvaram, Pudhu Theru, Thirunageswaram, Thepperumanallur, Tamil Nadu 612103, India",79.4291661,10.975868
0,MJZ,Majhola Pakarya,Majhola Pakarya Uttarakhand,North Eastern Railway,Uttarakhand,"Majhola Pakarya, Pakaria Vijaypur, Uttar Pradesh 262305, India",79.89191,28.82066
0,CBZ,CHURAIBARI,CHURAIBARI Tripura,North Frontier Railway,Tripura,"Churaibari, Assam 788726, India",92.2535006,24.4411047
0,TVC,Trivandrumnorth,Trivandrumnorth Kerala,Southern Railway,Kerala,"Thiruvananthapuram, Kerala, India",76.9366376,8.5241391
0,DJ,To Darjeeling,To Darjeeling West Bengal,North Frontier Railway,West Bengal,"Darjeeling, West Bengal, India",88.2664124,27.0416208
0,GGN,Gurgaon,Gurgaon Haryana,Northern Railway,Haryana,"Gurugram, Haryana, India",77.0266383,28.4594965
0,KWP,KHATIPURA,KHATIPURA Rajasthan,North Western Railway,Rajasthan,"Khatipura, Jaipur, Rajasthan, India",75.7480083,26.9280172
0,CCK,Chichaki,Chichaki Jharkhand,East Central Railway,Jharkhand,"Chichaki, Jharkhand, India",85.9330098,24.1108329
0,SUT,SUTLANA,SUTLANA Rajasthan,North Western Railway,Rajasthan,"Sultana, Rajasthan, India",70.8357792,27.4775575
0,RJA,Rajanagar,Rajanagar Bihar,East Central Railway,Bihar,"Rajnagar, Bihar 847235, India",86.1606733,26.3950012
0,NANR,NARANPUR,NARANPUR Odisha,East Coast Railway,Odisha,"Naranpur, Odisha 758014, India",85.6447716,21.6167199
0,BZS,BANSJORA,BANSJORA Jharkhand,East Central Railway,Jharkhand,"Bansjora, Jharkhand, India",86.2285536,23.7620638
0,BIG,Belgahna,Belgahna Chhatisgarh,South East Central Railway,Chhatisgarh,"Belgahana, Chhattisgarh, India",82.0338477,22.4323168
0,KGN,Kurseong,Kurseong West Bengal,North Frontier Railway,West Bengal,"Kurseong, West Bengal, India",88.2788511,26.8821382
0,KUN,Karnal,Karnal Haryana,Northern Railway,Haryana,"Karnal, Haryana, India",76.9904825,29.6856929
0,JTTN,Jorhat Town,Jorhat Town Assam,North Frontier Railway,Assam,"Jorhat, Assam, India",94.2036696,26.7509207
0,MXN,Mariani Jn,Mariani Jn Assam,North Frontier Railway,Assam,"Mariani, Assam, India",94.3254697,26.6520725
0,GQN,GARHANI,GARHANI Bihar,East Central Railway,Bihar,"Garhani, Bihar 802203, India",84.5599922,25.4094772
0,AED,Aulenda,Aulenda Uttar Pradesh,North Eastern Railway,Uttar Pradesh,"Aulenda, Uttar Pradesh 283110, India",77.6178125,27.0307404
0,SHU,Sholinghur,Sholinghur Tamil Nadu,Southern Railway,Tamil Nadu,"Sholinghur, Tamil Nadu, India",79.4310052,13.1115847
0,BNSA,Banbasa,Banbasa Uttarakhand,North Eastern Railway,Uttarakhand,"Banbasa, Uttarakhand 262310, India",80.0800325,28.9910774
0,GRMP,Gangarampur,Gangarampur West Bengal,North Frontier Railway,West Bengal,"Gangarampur, West Bengal 733124, India",88.5323606,25.40091
0,JID,Jagi Road,Jagi Road Assam,North Frontier Railway,Assam,"Jagiroad, Assam, India",92.2008692,26.1258644
0,TFGN,Tufanganj,Tufanganj West Bengal,North Frontier Railway,West Bengal,"Tufanganj, West Bengal, India",89.6675144,26.3304643
0,GKL,GOKULPUR,GOKULPUR West Bengal,South Eastern Railway,West Bengal,"Gokulpur, West Bengal 712708, India",88.2400333,22.6802668
0,GJJ,GAJJELAKONDA,GAJJELAKONDA Andhra Pradesh,South Central Railway,Andhra Pradesh,"Gajjalakonda, Andhra Pradesh 523315, India",79.391367,15.7518595
0,LDH,Ludhiana Jn,Ludhiana Jn Punjab,Northern Railway,Punjab,"Ludhiana, Punjab, India",75.8572758,30.900965
0,RNPR,Rupnarayanpur,Rupnarayanpur West Bengal,Eastern Railway,West Bengal,"Rupnarayanpur, West Bengal, India",86.8866319,23.8145545
0,BPL,Bhopal  Jn,Bhopal  Jn Madhya Pradesh,West Central Railway,Madhya Pradesh,"Bhopal Jn., Pal Tower, Hamidia Rd, Bhopal Talkies, Bajariya, Navbahar Colony, Bhopal, Madhya Pradesh 462001, India",77.4131785,23.2666891
0,PUU,Punalur,Punalur Kerala,Southern Railway,Kerala,"Punalur, Kerala, India",76.9260936,9.0176117
0,BZE,BASERIA,BASERIA Jharkhand,East Central Railway,Jharkhand,"Baseria, Kusunda, Jharkhand 828101, India",86.37578,23.7864
0,SDF,Sudsar,Sudsar Rajasthan,North Western Railway,Rajasthan,"Sudsar, Rajasthan 331811, India",73.7595532,27.986757
0,SIGA,Shantigrama,Shantigrama Karnataka,South Western Railway,Karnataka,"Shantigrama, Karnataka 577114, India",75.3464391,13.3392542
0,DPD,DOSAPADU,DOSAPADU Andhra Pradesh,South Central Railway,Andhra Pradesh,"Dosapadu, Andhra Pradesh 521321, India",80.9498015,16.4668876
0,SF,Alleppey,Alleppey Andhra Pradesh,South Central Railway,Andhra Pradesh,"Andhra Pradesh, India",79.7399875,15.9128998
0,RIGA,RIGA,RIGA Bihar,East Central Railway,Bihar,"Riga, Bihar 843327, India",85.4315391,26.6581851
0,KWO,Karauta,Karauta Bihar,East Central Railway,Bihar,"Karauta, Bihar, India",85.4852488,25.4737373
0,RNG,Raniganj,Raniganj West Bengal,Eastern Railway,West Bengal,"Raniganj, West Bengal, India",87.1142646,23.6233888
0,KGB,Kargi Road,Kargi Road Chhatisgarh,South East Central Railway,Chhatisgarh,"Kargi Road, Kota, Chhattisgarh 495113, India",82.02625,22.2977873
0,BAGL,Baragopal,Baragopal Bihar,East Central Railway,Bihar,"Baragopal, Bihar 841211, India",84.8854545,25.7596395
0,AGT,Agthori,Agthori Assam,North Frontier Railway,Assam,"Agthori, IIT Rd, IIT Guwahati, Guwahati, Assam 781039, India",91.6859991,26.1984821
0,RPAR,Rupnagar,Rupnagar Punjab,Northern Railway,Punjab,"Rupnagar, Punjab 140001, India",76.5230961,30.9661003
0,JRO,RATIKHEDA,RATIKHEDA Uttar Pradesh,North Central Railway,Uttar Pradesh,"Uttar Pradesh, India",80.0981869,27.5705886
0,SNMR,Soniyana,Soniyana Rajasthan,North Western Railway,Rajasthan,"Soniyana, Rajasthan 312901, India",74.6327236,25.1223483
0,BGMR,BAGUMRA,BAGUMRA Gujarat,Western Railway,Gujarat,"Bagumara, Gujarat, India",73.0110096,21.1435349
0,SQE,Samarala Halt,Samarala Halt Maharashtra,South Central Railway,Maharashtra,"Samarala Halt, Samrala, Maharashtra 431809, India",77.7968276,18.9189449
0,MWM,Malleswaram,Malleswaram Karnataka,South Western Railway,Karnataka,"Malleshwaram, Bengaluru, Karnataka, India",77.5692358,13.0055113
0,NBD,Najibabad Jn,Najibabad Jn Uttar Pradesh,Northern Railway,Uttar Pradesh,"Najibabad, Uttar Pradesh, India",78.3441643,29.6123401
0,DDJ,Dum Dum,Dum Dum West Bengal,Eastern Railway,West Bengal,"Dum Dum, Kolkata, West Bengal, India",88.4311688,22.6420109
0,DZA,Dasuya,Dasuya Punjab,Northern Railway,Punjab,"Dasuya, Punjab 144205, India",75.6614115,31.8126955
0,JHBN,Jmtpur Baharan,Jmtpur Baharan West Bengal,Eastern Railway,West Bengal,"Jhamatpur, West Bengal, India",88.1254781,23.7385913
0,TBB,TILBHITA,TILBHITA Jharkhand,Eastern Railway,Jharkhand,"Tilbhita, Jharkhand 816107, India",87.8426967,24.6780969
0,TLM,TIRUSULAM,TIRUSULAM Tamil Nadu,Southern Railway,Tamil Nadu,"Tirusulam, Chennai, Tamil Nadu, India",80.1703706,12.9695212
0,LGTR,Lingaraj Tmp Rd,Lingaraj Tmp Rd Odisha,East Coast Railway,Odisha,"Odisha, India",84.2700179,20.2375561
0,HUP,Hindupur,Hindupur Andhra Pradesh,South Western Railway,Andhra Pradesh,"Hindupuram, Andhra Pradesh, India",77.5009298,13.8222599
0,SQR,Sultanpur Lodi,Sultanpur Lodi Punjab,Northern Railway,Punjab,"Sultanpur Lodhi, Punjab 144626, India",75.1953934,31.2141276
0,BWIP,Bhawanipatna,Bhawanipatna Odisha,East Coast Railway,Odisha,"Bhawanipatna, Odisha, India",83.1641562,19.9074279
0,GDPT,Medapadu,Medapadu Andhra Pradesh,South Central Railway,Andhra Pradesh,"Medapadu, Andhra Pradesh 533434, India",82.0992633,17.0053537
0,AGR,Amargarh,Amargarh Madhya Pradesh,Western Railway,Madhya Pradesh,"Amargarh, Madhya Pradesh 475330, India",77.802417,26.0762227
0,HPR,Hirapur,Hirapur Maharashtra,Central Railway,Maharashtra,"Hirapur, Maharashtra 424108, India",74.9252615,20.421483
0,BHTN,Bhitoni,Bhitoni Madhya Pradesh,West Central Railway,Madhya Pradesh,"Shahpura, Madhya Pradesh 483119, India",79.6684537,23.1387551
0,UMR,Umaria,Umaria Madhya Pradesh,South East Central Railway,Madhya Pradesh,"Umaria, Madhya Pradesh 484661, India",80.8294747,23.5309797
0,JYG,Jaynagar,Jaynagar Bihar,East Central Railway,Bihar,"Jainagar, Bihar, India",86.1370148,26.5883988
0,PAP,Pithapuram,Pithapuram Andhra Pradesh,South Central Railway,Andhra Pradesh,"Pithapuram, Andhra Pradesh 533450, India",82.2521517,17.1145559
0,BPL,Bhopal Jn,Bhopal Jn Madhya Pradesh,West Central Railway,Madhya Pradesh,"Bhopal Jn., Pal Tower, Hamidia Rd, Bhopal Talkies, Bajariya, Navbahar Colony, Bhopal, Madhya Pradesh 462001, India",77.4131785,23.2666891
0,AAM,Angadippuram,Angadippuram Kerala,Southern Railway,Kerala,"Angadipuram, Kerala, India",76.2013931,10.977336
0,PKT,Pattukottai,Pattukottai Tamil Nadu,Southern Railway,Tamil Nadu,"Pattukkottai, Tamil Nadu 614601, India",79.3199985,10.4232271
0,LSD,Lusadiya,Lusadiya Gujarat,North Western Railway,Gujarat,"Lusadiya, Gujarat 383251, India",73.4460123,23.706249
0,KKRH,KARAHIA,KARAHIA Uttar Pradesh,East Central Railway,Uttar Pradesh,"Karahiya, Uttar Pradesh 232339, India",83.7697057,25.4826672
0,NN,Nandura,Nandura Maharashtra,Central Railway,Maharashtra,"Nandura, Maharashtra, India",76.4505243,20.8307334
0,RASP,Rasipuram,Rasipuram Tamil Nadu,Southern Railway,Tamil Nadu,"Rasipuram, Tamil Nadu, India",78.1854772,11.4614624
0,KWI,KIVARLI,KIVARLI Rajasthan,North Western Railway,Rajasthan,"Kivarali, Rajasthan 307026, India",72.8367776,24.5406744
